cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,256,6400,5120,2,0,55.9002,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,300.13,668.25,0.0
256,256,12800,5120,2,0,88.329,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,379.88,830.99,0.0
256,256,51200,5120,2,0,280.5719,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,478.37,1032.42,0.0
256,512,100,5120,8,0,22.856,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,22.94,141.58,0.0
256,512,200,5120,8,0,23.748,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,44.15,162.13,0.0
256,512,800,5120,8,0,31.1327,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,134.72,242.08,0.0
256,512,5120,640,16,0,13.5819,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,247.05,651.41,0.0
256,512,5120,1280,16,0,23.49,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,285.69,530.09,0.0
256,512,5120,3200,16,0,50.3003,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,333.54,462.53,0.0
256,512,5120,5120,16,0,81.6994,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,328.56,417.12,0.0
256,512,5120,6400,16,0,95.3073,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,352.07,433.21,0.0
256,512,5120,25600,16,0,393.0973,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,341.44,380.11,0.0
256,512,6400,5120,2,0,87.2911,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,384.4,480.5,0.0
256,512,12800,5120,2,0,163.752,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,409.82,496.27,0.0
256,512,51200,5120,2,0,493.7976,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,543.61,642.36,0.0
256,1024,100,5120,8,0,23.5129,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,44.6,253.46,0.0
256,1024,200,5120,8,0,23.9853,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,87.43,278.36,0.0
256,1024,800,5120,13,0,44.1947,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,189.81,248.38,0.0
256,1024,5120,640,16,0,20.858,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,321.74,691.24,0.0
256,1024,5120,1280,16,0,36.2504,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,370.25,506.2,0.0
256,1024,5120,3200,15,0,77.3328,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,433.9,389.83,0.0
256,1024,5120,5120,2,0,126.0599,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,425.89,332.72,0.0
256,1024,5120,6400,2,0,146.6741,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,457.54,339.58,0.0
256,1024,5120,25600,2,0,577.2693,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,465.01,290.63,0.0
256,1024,6400,5120,2,0,161.8853,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,414.55,315.77,0.0
256,1024,12800,5120,2,0,270.1974,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,496.74,358.97,0.0
256,1024,51200,5120,2,0,930.5477,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,576.94,400.03,0.0
256,2048,100,5120,8,0,23.9096,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,87.71,477.1,0.0
256,2048,200,5120,13,0,31.3445,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,133.81,393.34,0.0
256,2048,800,5120,10,0,64.8436,a8w8_blockscale_1x128x128_256x32x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,258.73,275.41,0.0
256,2048,5120,640,15,0,33.357,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,402.37,766.23,0.0
256,2048,5120,1280,15,0,57.1651,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,469.58,527.36,0.0
256,2048,5120,3200,15,0,121.9973,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,550.08,359.92,0.0
256,2048,5120,5120,2,0,200.5041,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,535.52,287.63,0.0
256,2048,5120,6400,2,0,230.6187,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,581.99,289.86,0.0
256,2048,5120,25600,2,0,929.0202,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,577.89,220.09,0.0
256,2048,6400,5120,2,0,268.5865,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,499.72,258.64,0.0
256,2048,12800,5120,2,0,488.1405,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,549.91,263.14,0.0
256,2048,51200,5120,2,0,1829.8348,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,586.8,263.6,0.0
256,4096,100,5120,8,0,31.9893,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,131.12,697.19,0.0
256,4096,200,5120,13,0,45.1923,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,185.62,522.96,0.0
256,4096,800,5120,15,0,101.8224,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,329.54,310.55,0.0
256,4096,5120,640,15,0,59.2604,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,452.98,807.31,0.0
256,4096,5120,1280,15,0,104.6033,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,513.24,513.75,0.0
256,4096,5120,3200,15,0,227.0492,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,591.14,314.62,0.0
256,4096,5120,5120,2,0,375.2221,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,572.32,237.54,0.0
256,4096,5120,6400,2,0,441.2723,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,608.32,228.71,0.0
256,4096,5120,25600,2,0,1772.5774,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,605.75,156.76,0.0
256,4096,6400,5120,2,0,479.6073,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,559.7,221.37,0.0
256,4096,12800,5120,2,0,905.9733,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,592.59,211.23,0.0
256,4096,51200,5120,2,0,3639.3281,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,590.08,193.04,0.0
256,8192,100,5120,8,0,60.0787,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,139.63,733.93,0.0
256,8192,200,5120,3,0,68.3504,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,245.46,676.57,0.0
256,8192,800,5120,16,0,175.2122,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,383.01,337.57,0.0
256,8192,5120,640,15,0,110.1889,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,487.23,838.61,0.0
256,8192,5120,1280,15,0,196.6701,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,545.96,513.17,0.0
256,8192,5120,3200,15,0,439.1323,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,611.29,288.03,0.0
256,8192,5120,5120,2,0,727.8325,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,590.1,208.9,0.0
256,8192,5120,6400,2,0,863.2461,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,621.92,195.87,0.0
256,8192,5120,25600,2,0,3468.7676,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,619.09,122.43,0.0
256,8192,6400,5120,2,0,903.7238,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,594.07,198.7,0.0
256,8192,12800,5120,2,0,1779.8827,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,603.27,178.21,0.0
256,8192,51200,5120,2,0,7245.9382,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,592.74,157.74,0.0
256,16384,100,5120,8,0,111.1281,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,150.97,788.95,0.0
256,16384,200,5120,15,0,102.1366,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,328.53,895.5,0.0
256,16384,800,5120,16,0,316.1007,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,424.6,361.27,0.0
256,16384,5120,640,15,0,207.3893,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,517.74,875.33,0.0
256,16384,5120,1280,15,0,381.6221,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,562.73,511.76,0.0
256,16384,5120,3200,15,0,865.8813,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,620.03,273.23,0.0
256,16384,5120,5120,2,0,1431.2397,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,600.17,194.15,0.0
256,16384,5120,6400,2,0,1711.1912,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,627.48,178.47,0.0
256,16384,5120,25600,2,0,6828.9694,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,628.93,105.18,0.0
256,16384,6400,5120,2,0,1776.6961,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,604.35,183.69,0.0
256,16384,12800,5120,2,0,3524.9994,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,609.22,161.38,0.0
256,16384,51200,5120,2,0,14551.6538,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,590.31,139.07,0.0
256,32768,100,5120,8,0,211.0462,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,158.99,828.43,0.0
256,32768,200,5120,15,0,195.2361,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,343.73,931.71,0.0
256,32768,800,5120,16,0,602.666,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,445.41,372.17,0.0
256,32768,5120,640,15,0,406.4901,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,528.3,885.12,0.0
256,32768,5120,1280,15,0,751.9418,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,571.18,510.73,0.0
256,32768,5120,3200,15,0,1723.7148,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,622.92,265.0,0.0
256,32768,5120,5120,2,0,2838.2733,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,605.29,186.57,0.0
256,32768,5120,6400,2,0,3403.6121,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,630.94,169.83,0.0
256,32768,5120,25600,2,0,13642.3261,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,629.65,95.69,0.0
256,32768,6400,5120,2,0,3525.4628,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,609.14,175.86,0.0
256,32768,12800,5120,2,0,7008.7606,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,612.8,152.98,0.0
256,32768,51200,5120,2,0,29030.5493,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,591.79,130.39,0.0
256,73728,3584,6144,0,0,1993.4257,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1628.85,503.4,0.0
256,73728,6144,3072,0,0,1746.9247,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1593.16,659.06,0.0
256,73728,160,6144,0,0,199.015,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,728.36,2399.62,0.0
256,2048,37984,6144,0,0,646.937,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1477.58,620.68,0.0
256,512,3584,6144,18,0,30.597,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,736.95,942.44,0.0
256,512,6144,3072,18,0,25.1818,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,767.51,1061.83,0.0
256,512,160,6144,8,0,19.3653,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,51.98,221.66,0.0
256,496,160,6144,8,0,19.3751,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,50.33,216.21,0.0
256,480,160,6144,8,0,19.4574,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,48.5,209.98,0.0
256,464,160,6144,8,0,19.2859,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,47.3,206.49,0.0
256,448,160,6144,8,0,19.3157,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,45.6,200.82,0.0
256,432,160,6144,8,0,19.4391,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,43.69,194.22,0.0
256,416,160,6144,8,0,19.4869,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,41.97,188.44,0.0
256,400,160,6144,8,0,19.2164,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,40.93,185.71,0.0
256,384,160,6144,8,0,19.2989,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,39.12,179.56,0.0
256,368,160,6144,8,0,19.2207,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,37.64,174.9,0.0
256,352,160,6144,8,0,19.0928,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,36.25,170.66,0.0
256,336,160,6144,8,0,18.8813,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,34.99,167.09,0.0
256,320,160,6144,8,0,19.0845,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,32.97,159.9,0.0
256,304,160,6144,8,0,19.1187,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,31.26,154.2,0.0
256,288,160,6144,8,0,19.2492,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,29.42,147.78,0.0
256,272,160,6144,8,0,19.008,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,28.13,144.22,0.0
256,256,160,6144,8,0,17.8203,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,28.24,148.02,0.0
256,248,160,6144,8,0,18.9523,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,25.73,136.45,0.0
256,240,160,6144,8,0,17.6411,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,26.75,143.66,0.0
256,232,160,6144,8,0,17.0955,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,26.68,145.22,0.0
256,224,160,6144,8,0,16.9275,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,26.02,143.61,0.0
256,216,160,6144,8,0,16.6211,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,25.55,143.15,0.0
256,208,160,6144,8,0,14.7229,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,27.78,158.09,0.0
256,200,160,6144,8,0,14.7366,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,26.68,154.43,0.0
256,192,160,6144,8,0,14.5624,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,25.92,152.73,0.0
256,184,160,6144,8,0,15.8599,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,22.81,136.98,0.0
256,176,160,6144,8,0,16.2419,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,21.3,130.57,0.0
256,168,160,6144,8,0,14.7399,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,22.41,140.37,0.0
256,160,160,6144,8,0,14.6503,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,21.47,137.7,0.0
256,152,160,6144,8,0,14.6133,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,20.45,134.51,0.0
256,144,160,6144,8,0,16.8031,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,16.85,113.9,0.0
256,136,160,6144,8,0,14.6848,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,18.21,126.81,0.0
256,128,160,6144,8,0,14.6656,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,17.16,123.45,0.0
256,120,160,6144,8,0,14.6335,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,16.12,120.18,0.0
256,112,160,6144,8,0,14.6367,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,15.04,116.63,0.0
256,104,160,6144,8,0,14.5721,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,14.03,113.59,0.0
256,96,160,6144,8,0,14.5897,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,12.94,109.91,0.0
256,88,160,6144,8,0,14.5583,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,11.88,106.6,0.0
256,80,160,6144,8,0,14.6547,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.73,102.37,0.0
256,72,160,6144,8,0,14.5966,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.7,99.23,0.0
256,64,160,6144,8,0,14.5961,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,8.62,95.69,0.0
256,56,160,6144,8,0,14.6243,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,7.53,91.97,0.0
256,48,160,6144,8,0,14.6678,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.43,88.17,0.0
256,40,160,6144,8,0,14.5819,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.39,85.15,0.0
256,32,160,6144,8,0,14.6375,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.3,81.29,0.0
256,24,160,6144,8,0,14.5918,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.23,78.0,0.0
256,16,160,6144,8,0,14.3134,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.2,75.91,0.0
256,8,160,6144,8,0,13.8443,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.14,74.74,0.0
256,4,160,6144,8,0,13.7375,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.57,73.44,0.0
256,2,160,6144,8,0,13.6347,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.29,73.05,0.0
